product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
observeit,observepoint,85.71428571428572,,observepoint.com,,,"observepoint dataassurance technology not only validates your digital data, but looks for data collection gaps that exist across your entire website.",,data security and dlp,tag management systems,37.2093023255814
observium,observu,87.5,observium.org,,,"observium is auto-discovering network monitoring platform supports wide range of device types, platforms and operating systems.",,,monitoring software,server monitoring,77.77777777777779
observo,observu,85.71428571428572,observo.ai,,,"break-free from static, rules-based observability pipelines. observo.ai helps you automate observability with a pipeline that constantly learns and evolves with your data.",,,monitoring software,server monitoring,77.77777777777779
omninet,omnione,85.71428571428572,,genesisdi.com,,,omnione is an all-in-one pacs system with a full-featured sql database for secure archiving of all dicom images. omnione features diagnostic viewing of digital images on a 24 widescreen 2mp monitor with portrait and landscape orientation.,,encryption,health care software,26.66666666666667
omnipresence,omnipresence 3d,88.88888888888889,,fortem.com,,,fortems omnipresence 3d software helps security-critical organizations prevent costly mistakes and respond to incidents in record time to protect their community and their reputation against increasingly complex security threats.,,remote support,physical security software,30.000000000000004
onedeck,onedesk,85.71428571428572,onedeck.com,,,all your business needs in one simple and automated platform.,,,document creation software,project collaboration,46.808510638297875
onepoint hcm,onepoint hcm lms,85.71428571428572,onehcm.com,,,"onepoint is built on one database and one employee record, giving hr administrators a platform to manage payroll, human resources, and time and labor, including advanced features for recruitment/ats, benefit enrollment, leave management, aca compliance, scheduling and much more.",one employee record. one service provider. one seamless solution. all your human capital management solutions – unified by the power of technology.,40.375586854460096,core hr software,learning management systems,27.906976744186053
onesource virtual,onesource virtual hcm,89.47368421052632,,,,,,,outsourced hr services,human capital management,21.739130434782606
onestop,onestope,93.33333333333333,,,,,,,customer support services,other ecommerce,50.0
onestream,onestream xf,85.71428571428572,onestreamsoftware.com,,,"simplify and align financial consolidation, planning, reporting, analysis and data quality in the cloud or on-premise. extend the value of cpm across the enterprise.",,,accounting,financial performance management,23.809523809523814
onsi,onsip,88.88888888888889,onsi.com,,,"onsi provides an easy way for businesses to reward their workers. our platform is designed to help businesses build programmes that drive loyalty and engagement, delivering a wide range of benefits to workers via their onsi card. for businesses, it’s all about getting the right results through tiering and gamification. for workers, it’s all about meaningful benefits they can use every day to improve their financial lives.",,,other hr software,cloud business telephony,24.390243902439025
openbsd,opencbs,85.71428571428572,openbsd.org,,,"it is a free and secure unix-like operating system that emphasizes portability, standardization, correctness, proactive security & integrated cryptography.",,,server and desktop os,banking,21.42857142857143
opencms,opencrm,85.71428571428572,opencms.org,,,"opencms from alkacon software is a professional, easy to use website content management system. opencms helps content managers worldwide to create and maintain beautiful websites fast and efficiently.",,,web content management software,crm platforms,27.27272727272727
openiab,openiam,85.71428571428572,,,,,,,libraries and widgets,identity and access management,39.21568627450981
openpay,openplay,93.33333333333333,openpay.mx/en/index.html,,,it provides an api that enables companies to accept and send payments to customers and suppliers via internet or mobile phones enabling e-commerce and m- commerce.,,,online payment security,membership management,45.45454545454546
opentext cordys,opentext core,85.71428571428572,,,,,,,document management,enterprise content management,62.5
operator,operto,85.71428571428572,operator.io,,,"operator.io is the easiest way for developers to integrate financial apps like quickbooks online, shopify, and amazon seller central into their products. the digitization of business data is transforming every industry. for entrepreneurs and business owners, accessing capital, insurance, and even selling their business will be as easy as pressing a button. products will target increasingly niche industries that have been historically underserved, automating and augmenting workflows that traditionally required hours and headaches to accomplish. operator's mission is to accelerate this transition by providing tools and infrastructure that make harnessing business data orders of magnitude easier. we do this by building firebase for finance, combining data pipelines, authentication management, and storage into a unified api and dashboard.",,,financial services software,property management,34.78260869565217
optily,optilyz,92.3076923076923,optily.com,optilyz.com,95.23809523809523,"optily helps ecommerce businesses quickly identify the ad channels that are performing and makes instant recommendations to optimize their ad spend across the facebook and google networks. with just the click of a button, users can ensure their budgets are spent in the right place at the right time. optily, operating as bionic until 2021, represents the strategic shift to helping small to mid-size ecommerce companies grow, by leveraging insights and expertise from its heritage in working with some of the most successful ad agencies in europe such as havas and all response media over the past decade. the optily+ managed service continues to provide a more bespoke and hands-on offering to larger enterprise and agency clients.","make mailings easier, more systematic and more profitable. increase your postal marketing success like the most innovative companies in europe",25.828571428571433,other digital advertising software,direct mail automation software,58.46153846153845
optiv,optivo,90.9090909090909,,,,,,,managed security services,email marketing platforms,31.999999999999996
optum,optuma,90.9090909090909,,optuma.com,,,"optuma exists to help anyone who is serious about financial analysis. whether you are a disciplined private trader, the portfolio manager of a trillion dollar fund, or an analyst selling research publications, we have built solutions to help you make better decisions and to simplify your work-flow.",,health analytics,financial services software,41.860465116279066
